event_id,race_id,name,details,start_time,end_time,age_calc_base_date,registration_opens,event_type,distance,volunteer,require_dob,require_phone,giveaway,fetched_date,credentials_used,timing_partner_id
890952,169933,5k,,"12/13/2025 09:00",,,"3/13/2023 00:00",running_race,"3.1 Miles",F,T,T,Sweatshirt,"2025-06-03 19:25:26",e1lSV9eY...,4
890953,169933,12k,,"12/13/2025 09:00",,,"3/13/2023 12:53",running_race,"7.46 Miles",F,T,T,Sweatshirt,"2025-06-03 19:25:26",e1lSV9eY...,4
890954,169933,"Virtual Race",,"12/13/2025 09:00",,,"9/3/2023 17:05",virtual_race,,F,T,T,Sweatshirt,"2025-06-03 19:25:26",e1lSV9eY...,4
890955,169933,"Volunteer then Run","Join us for a dynamic volunteering and racing experience! Arrive 30 minutes before packet pickup to lend a hand, ensuring a smooth start to the event. Afterward, hit the pavement and run any distance of your choice.","12/13/2025 09:00",,,"12/16/2023 07:00",running_race,,F,T,T,Sweatshirt,"2025-06-03 19:25:26",e1lSV9eY...,4
898968,171116,"Half Marathon","Join us for the Malibu Moves Half Marathon, where the beauty of Malibu's coastline becomes the backdrop for an event celebrating diversity and inclusion. This half marathon isn't just for runners; walkers and enthusiasts of every pace are welcome to share in the experience. Together, participants will traverse the scenic Pacific Coast Highway, enjoying breathtaking views of the ocean, wildlife, and the spirit of community that defines Malibu. Whether you're here to challenge yourself, enjoy the views, or simply be part of an inclusive gathering, Malibu Moves offers an unforgettable experience for everyone.","10/26/2025 07:00","10/26/2025 12:00",,"10/16/2024 03:00",running_race,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
898969,171116,5K,"Discover the charm of Malibu's Zuma Beach with the Malibu Moves 5K, an event that invites participants of all levels to enjoy a scenic and flat loop around this iconic location. Whether you're a walker, a casual jogger, or an avid runner, this 5K is designed to offer an inclusive, welcoming atmosphere amidst the stunning natural beauty of Malibu. Experience the serene views of the Pacific Ocean and the sandy shores as you make your way around the course. The Malibu Moves 5K is more than just a race; it's an opportunity to connect with nature, the community, and the spirit of inclusivity that defines every stride.","10/26/2025 07:30","10/26/2025 12:00",,"10/16/2024 03:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
898970,171116,"1K Kids Run","The Malibu Moves 1K Kids' Fun Run, a vibrant and engaging race designed especially for our youngest participants! This event takes place in the heart of Malibu, offering a safe, flat course that's perfect for children of all ages to run, jog, or walk. It's a fantastic way for kids to experience the joy of movement, surrounded by the natural beauty of Malibu. Encouraging fitness and fun, this 1K aims to inspire a lifelong love for running and outdoor activities in a supportive and festive environment. Participants will receive a special medal at the finish line, celebrating their achievement and the spirit of youthful energy.","10/25/2025 15:30","10/25/2025 16:30",,"10/16/2024 03:00",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
900630,69168,"5 mile",,"6/15/2025 09:45",,6/15/2025,"9/22/2024 14:00",running_race,"5 Miles",F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
900631,69168,"2  Mile Health Walk",,"6/15/2025 09:40",,6/15/2025,"9/22/2024 10:54",walking_only,"2 Miles",F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
900632,69168,"1 Mile Mark Gilhuly Family Fun Run",,"6/15/2025 09:10",,6/15/2025,"9/22/2024 10:50",running_only,"1 Miles",F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
901357,14928,"5K Run",,"7/4/2025 09:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
901358,14928,"5K Walk",,"7/4/2025 09:10","7/4/2025 11:00",,"2/1/2025 00:00",walking_only,5K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
901359,14928,"10K Run",,"7/4/2025 07:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,10K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
901360,14928,"Half Marathon Run","Please Note: To ensure a safe and enjoyable experience for all participants, the half marathon has a cutoff time of 3.5 hours. This allows for an average pace of 16 minutes per mile. Runners who cannot maintain this pace may be asked to complete the race on sidewalks, as roads will reopen to traffic. Thank you for your understanding and cooperation in helping us provide a safe and well-supported race day for everyone!","7/4/2025 07:10","7/4/2025 11:00",,"2/1/2025 00:00",running_only,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
901361,14928,"2K Family Fun Run",,"7/4/2025 10:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,2K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
901714,106886,"Blue Line Family 5K Run/Walk",,"6/29/2025 07:00","6/29/2025 11:00",,"1/15/2025 09:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
901715,106886,"5K Virtual Race",,"6/29/2025 07:00","6/29/2025 23:59",,"1/15/2025 09:00",virtual_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
901716,106886,"Kids Fun Run",,"6/29/2025 08:00","6/29/2025 11:00",,"2/1/2025 09:00",running_race,"100 Yards",T,T,T,"","2025-06-03 19:25:24",KMVON3kq...,1
905892,171116,10K,"Introducing the all-new 10K at Malibu Moves—the perfect in-between challenge for those ready to step up from the 5K but not quite ready for the half marathon. This exciting new distance invites walkers, joggers, and runners alike to push their limits while soaking in Malibu's stunning coastline. Like all our races, the 10K celebrates diversity and inclusion, welcoming participants of all paces to join in the fun. Traverse the iconic Pacific Coast Highway and experience the breathtaking ocean views, vibrant wildlife, and community spirit that make Malibu Moves an event like no other.","10/26/2025 07:00","10/26/2025 12:00",,"10/16/2024 03:00",running_race,10K,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
907041,123423,"Half Marathon",,"10/5/2025 08:30","10/5/2025 11:45",10/5/2025,"12/23/2024 00:00",running_only,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
907042,123423,"Half Marathon Student",,"10/5/2025 08:30","10/5/2025 11:45",10/5/2025,"12/23/2024 00:00",running_only,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
907043,123423,5K,,"10/5/2025 08:35","10/5/2025 09:35",10/5/2025,"12/23/2024 00:00",running_only,"3.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
907044,123423,"5K Student",,"10/5/2025 08:35","10/5/2025 09:35",10/5/2025,"12/23/2024 00:00",running_only,"3.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
907045,123423,"Kids Fun Run",,"10/5/2025 11:00","10/5/2025 11:20",10/4/2025,"12/23/2024 00:00",running_only,"1 Miles",T,T,T,"","2025-06-03 19:25:29",8Rs1dOb7...,7
907453,42339,"We ALL Scream for ICE CREAM 5K",,"6/3/2025 18:30","6/3/2025 20:30",,"11/20/2024 09:08",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
907463,62835,"I Thought You Said RUM 5K",,"8/14/2025 18:30","8/14/2025 20:30",,"5/28/2025 20:50",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910069,43236,"Humble but Hungry Father's Day 5K",,"6/15/2025 09:00","6/15/2025 12:00",,"3/17/2025 08:39",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910081,124610,"Kick-Off to Summer 5K",,"6/21/2025 09:00","6/21/2025 11:00",,"1/13/2025 08:57",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910084,129862,"5K for Fireworks",,"6/26/2025 18:30","6/26/2025 20:30",,"1/27/2025 20:12",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910094,92876,"Red White & Brew 5K",,"6/28/2025 09:00","6/28/2025 11:00",,"5/20/2025 08:05",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910096,71540,"Ulster Project Delaware 5K",,"7/19/2025 09:00","7/19/2025 11:00",,"4/12/2025 12:12",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910115,155063,"Gavin and Bryson Blount Memorial 5K",,"9/13/2025 09:00","9/13/2025 11:00",,"2/3/2025 08:15",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
910214,33079,"Main Street Mile",,"10/5/2025 09:00","10/5/2025 11:00",,"12/17/2024 15:05",running_race,"1 Miles",F,T,T,"T-Shirt (adult sizes)","2025-06-03 19:25:31",hNkiyApi...,9
910221,148001,"Nightmare on Creek Street 5K",,"10/10/2025 18:30","10/10/2025 20:30",,"1/11/2025 12:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
911117,57181,"Running Under the Influence of Coach Brian T. Feeley - 5K Run","Chip timed 5K run/walk ","8/31/2025 09:00","8/31/2025 12:00",,"5/4/2025 20:07",running_race,5K,F,T,T,"Custom beer glass","2025-06-03 19:25:31",hNkiyApi...,9
912779,173001,"2025 CT LEO Memorial Run",,"10/26/2025 10:00","10/26/2025 12:00",10/26/2025,"10/24/2024 09:34",running_race,5K,F,T,T,"","2025-06-03 19:25:28",yHvMFx1y...,6
913178,155698,"Half Marathon",,"11/1/2025 07:15",,,"10/29/2024 04:00",running_only,"13.1 Miles",F,T,T,"Race T-Shirt (long sleeve)","2025-06-03 19:25:30",0NffC99H...,8
913179,155698,5K,,"11/1/2025 07:25",,,"10/29/2024 04:00",running_race,"3.1 Miles",F,T,T,"Race T-Shirt (short sleeve)","2025-06-03 19:25:30",0NffC99H...,8
915644,314,5K,,"8/3/2025 08:30","8/3/2025 12:00",8/4/2025,"5/1/2025 00:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:28",yHvMFx1y...,6
916016,14928,"10K/5K Zweiläufe","Zweiläufe Challenge: Take on the ultimate test of endurance by running both the 10K and the 5K races! Conquer the 10K in the morning, then catch your breath and gear up for the 5K later in the day. It’s the perfect way to double the challenge, double the fun, and celebrate this special race day with an unforgettable achievement!","7/4/2025 07:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,15K,F,T,T,T-Shirt,"2025-06-03 19:25:35",OiX84NDS...,12
916017,14928,"5K Run - Economy",,"7/4/2025 09:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,5K,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
916018,14928,"5K Walk - Economy",,"7/4/2025 09:10","7/4/2025 11:00",,"2/1/2025 00:00",walking_only,5K,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
916019,14928,"10K Run - Economy",,"7/4/2025 07:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,10K,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
916020,14928,"10K/5K Zweiläufe - Economy","Zweiläufe Challenge: Take on the ultimate test of endurance by running both the 10K and the 5K races! Conquer the 10K in the morning, then catch your breath and gear up for the 5K later in the day. It’s the perfect way to double the challenge, double the fun, and celebrate this special race day with an unforgettable achievement!","7/4/2025 07:00","7/4/2025 11:00",,"2/1/2025 00:00",running_race,15K,F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
916021,14928,"Half Marathon - Economy","Please Note: To ensure a safe and enjoyable experience for all participants, the half marathon has a cutoff time of 3.5 hours. This allows for an average pace of 16 minutes per mile. Runners who cannot maintain this pace may be asked to complete the race on sidewalks, as roads will reopen to traffic. Thank you for your understanding and cooperation in helping us provide a safe and well-supported race day for everyone!","7/4/2025 07:10","7/4/2025 11:00",,"2/1/2025 00:00",running_only,"13.1 Miles",F,T,T,"","2025-06-03 19:25:35",OiX84NDS...,12
916548,69165,"Half Marathon",,"9/1/2025 08:30",,9/1/2025,"9/28/2024 07:01",running_race,"13.1 Miles",F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916549,69165,"Half Marathon Relay","First leg runs 6.9 miles and the second leg runs 6.2 miles.","9/1/2025 08:30",,9/1/2025,"9/29/2024 15:53",running_race,"13.1 Miles",F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916550,69165,20K,,"9/1/2025 08:30",,9/1/2025,"9/28/2024 15:53",running_race,20K,F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916551,69165,5K,,"9/1/2025 08:30",,9/1/2025,"9/28/2024 15:53",running_race,5K,F,T,T,Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916552,69165,"1/2 Mile Kids Fun Run",,"9/1/2025 08:10",,9/1/2025,"9/28/2024 15:53",running_race,"0.5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916553,69165,"Virtual Race","5K, half marathon, or 20K!","9/1/2025 08:10",,9/1/2025,"9/28/2024 15:53",virtual_race,,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916554,69165,"Kids Virtual Race",,"9/1/2025 08:10",,9/1/2025,"9/30/2024 14:36",virtual_race,,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
916712,173523,"5k Fun Run/Walk",,"6/21/2025 10:00","6/21/2025 14:00",,"11/23/2024 12:00",running_race,5K,F,T,F,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
918150,76876,"Some Gave ALL 5K",,"9/21/2025 09:00","9/21/2025 11:00",,"2/18/2025 16:29",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:31",hNkiyApi...,9
918665,146856,"Stair Climb",,"10/8/2025 20:00",,,"7/1/2025 09:00",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
918666,146856,"Tenant Climb","For Tenants of ESRTREIT Properties","10/8/2025 20:00",,,"7/17/2025 09:00",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
918667,146856,"Elite Climbers",,"10/8/2025 20:00",,,"7/21/2025 09:00",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
918668,146856,"Stair Climb - Special Invite",,"10/8/2025 20:00",,,"7/25/2025 08:34",running_race,1K,F,T,T,T-Shirt,"2025-06-03 19:25:29",8Rs1dOb7...,7
920516,1033,"5K GENERAL ENTRY",,"11/9/2025 09:00","11/9/2025 12:00",,"9/2/2025 12:00",running_race,5K,F,T,T,"Race Shirt","2025-06-03 19:25:28",yHvMFx1y...,6
920517,1033,"5K - POLICE PERSONNEL",,"11/9/2025 09:00","11/9/2025 12:00",,"9/2/2025 12:00",running_race,5K,F,T,T,"Race Shirt","2025-06-03 19:25:28",yHvMFx1y...,6
920518,1033,"5K - FIRE/EMS PERSONNEL",,"11/9/2025 09:00","11/9/2025 12:00",,"9/2/2025 12:00",running_race,,F,T,T,"Race Shirt","2025-06-03 19:25:28",yHvMFx1y...,6
920519,1033,"5K - Active Military/Veteran",,"11/9/2025 09:00","11/9/2025 12:00",,"9/2/2025 12:00",running_race,,F,T,T,"Race Shirt","2025-06-03 19:25:28",yHvMFx1y...,6
920724,128641,"Boise Front Trail Festival: 5 Mile Course",,"8/2/2025 09:00",,,"11/1/2024 02:00",trail_race,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
920725,128641,"Boise Front Trail Festival: 10 Mile Course",,"8/2/2025 08:00",,,"11/1/2024 02:00",trail_race,"10 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
921229,159614,"Half Marathon","The Malibu Moves Half Marathon offers a scenic journey along the iconic Pacific Coast Highway, with breathtaking ocean views and a welcoming atmosphere for all paces. 

With a generous 4-hour time limit (18 min/mile), this event is perfect for both experienced runners and those looking to enjoy a relaxed run or walk. Pace groups range from 1:30 for seasoned athletes to 4:00 for participants soaking in the beauty of Malibu. 

Whether you're chasing a PR or embracing the journey, this half marathon is an unforgettable experience for everyone.","10/26/2025 07:30","10/26/2025 12:00",,"11/25/2024 15:00",running_race,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921230,159614,"Charity Half Marathon","Sign up for the Half Marathon Charity Entry with no upfront cost, commit to raising $500 by race day, and unlock exclusive benefits, including a special charity bib, unlimited servings in the beer garden, race day packet pick-up, the VIP Package (valued at $120), your name on the Charity Wall, custom badges for fundraising milestones, and top fundraiser awards. Celebrate your impact while enjoying these premium perks!","10/26/2025 07:30","10/26/2025 12:00",,"11/25/2024 03:00",running_race,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921231,159614,5K,"Discover the charm of Malibu's Zuma Beach with the Malibu Moves 5K, an event that invites participants of all levels to enjoy a scenic and flat loop around this iconic location. Whether you're a walker, a casual jogger, or an avid runner, this 5K is designed to offer an inclusive, welcoming atmosphere amidst the stunning natural beauty of Malibu. Experience the serene views of the Pacific Ocean and the sandy shores as you make your way around the course. The Malibu Moves 5K is more than just a race; it's an opportunity to connect with nature, the community, and the spirit of inclusivity that defines every stride.","10/26/2025 08:00","10/26/2025 12:00",,"11/25/2024 15:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921232,159614,"Charity 5K","Sign up for the Half Marathon Charity Entry with no upfront cost, commit to raising $500 by race day, and unlock exclusive benefits, including a special charity bib, unlimited servings in the beer garden, race day packet pick-up, the VIP Package (valued at $120), your name on the Charity Wall, custom badges for fundraising milestones, and top fundraiser awards. Celebrate your impact while enjoying these premium perks!","10/26/2025 08:00","10/26/2025 12:00",,"11/25/2024 03:00",running_race,5K,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921233,159614,"1K Kids Run","The Malibu Moves 1K Kids' Fun Run, a vibrant and engaging race designed especially for our youngest participants! This event takes place in the heart of Malibu, offering a safe, flat course that's perfect for children of all ages to run, jog, or walk. It's a fantastic way for kids to experience the joy of movement, surrounded by the natural beauty of Malibu. Encouraging fitness and fun, this 1K aims to inspire a lifelong love for running and outdoor activities in a supportive and festive environment. Participants will receive a special medal at the finish line, celebrating their achievement and the spirit of youthful energy.","10/25/2025 15:30","10/25/2025 16:30",,"11/25/2024 03:00",running_race,,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921234,159614,"Virtual Half Marathon","Join our Virtual Half Marathon and embrace the essence of Malibu from anywhere you are, at your own pace, and upload your results between October 25th and 27th, 2025. This walker-friendly event invites you to experience Malibu's charm, whether you run or walk your way through it. As a token of the magic you've partaken in, finishers will receive a race packet, including a custom medal and shirt, symbolizing the spirit of Malibu. Packets will be shipped two weeks after your results submission. 
Note: We only ship within the U.S. and U.S. Territories.","10/25/2025 04:30","10/27/2025 23:59",,"11/25/2024 21:54",virtual_race,"13.1 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921235,159614,"Virtual 5K","Join our Virtual 5K and embrace the essence of Malibu from anywhere you are, at your own pace, and upload your results between October 25th and 27th, 2025. This walker-friendly event invites you to experience Malibu's charm, whether you run or walk your way through it. As a token of the magic you've partaken in, finishers will receive a race packet, including a custom medal and shirt, symbolizing the spirit of Malibu. Packets will be shipped two weeks after your results submission. 
Note: We only ship within the U.S. and U.S. Territories.Note: We only ship within the U.S. and U.S. Territories.","10/25/2025 04:30","10/27/2025 23:59",,"11/25/2024 21:59",virtual_race,"5 Miles",F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921246,159614,10K,"Introducing the all-new 10K at Malibu Moves—the perfect in-between challenge for those ready to step up from the 5K but not quite ready for the half marathon. This exciting new distance invites walkers, joggers, and runners alike to push their limits while soaking in Malibu's stunning coastline. Like all our races, the 10K celebrates diversity and inclusion, welcoming participants of all paces to join in the fun. Traverse the iconic Pacific Coast Highway and experience the breathtaking ocean views, vibrant wildlife, and community spirit that make Malibu Moves an event like no other.","10/26/2025 08:00","10/26/2025 12:00",,"11/25/2024 11:42",running_race,,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921868,159614,"Charity 10K","Sign up for the Half Marathon Charity Entry with no upfront cost, commit to raising $500 by race day, and unlock exclusive benefits, including a special charity bib, unlimited servings in the beer garden, race day packet pick-up, the VIP Package (valued at $120), your name on the Charity Wall, custom badges for fundraising milestones, and top fundraiser awards. Celebrate your impact while enjoying these premium perks!","10/26/2025 08:00","10/26/2025 12:00",,"11/25/2024 21:32",running_race,,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
921869,159614,"Virtual 10K","Join our Virtual 10K and embrace the essence of Malibu from anywhere you are, at your own pace, and upload your results between October 25th and 27th, 2025. This walker-friendly event invites you to experience Malibu's charm, whether you run or walk your way through it. As a token of the magic you've partaken in, finishers will receive a race packet, including a custom medal and shirt, symbolizing the spirit of Malibu. Packets will be shipped two weeks after your results submission. 
Note: We only ship within the U.S. and U.S. Territories.Note: We only ship within the U.S. and U.S. Territories.","10/25/2025 04:30","10/27/2025 23:59",,"11/25/2024 21:32",virtual_race,,F,T,T,T-Shirt,"2025-06-03 19:25:30",0NffC99H...,8
922080,174109,"Chesty Puller Memorial Twin Bridge 10K",,"6/21/2025 07:30","6/21/2025 14:00",,"1/6/2025 12:56",running_only,10K,F,T,T,T-Shirt,"2025-06-03 19:25:24",KMVON3kq...,1
