race_id,name,last_date,last_end_date,next_date,next_end_date,is_draft_race,is_private_race,is_registration_open,created,last_modified,description,url,external_race_url,external_results_url,fb_page_id,fb_event_id,street,street2,city,state,zipcode,country_code,timezone,logo_url,real_time_notifications_enabled,fetched_date,credentials_used,timing_partner_id
62835,"I Thought You Said RUM 5K",08/15/2024,08/15/2024,08/14/2025,08/14/2025,F,F,T,"6/9/2018 19:39","5/28/2025 20:54","<h3>Some of us LOVE it, others hate it.</h3>
<h3>Either way we felt is was important to celebrate National Rum Day with a 5K.</h3>
<h3>For all your friends who hate to run, this is for them.</h3>
<h3>I Thought You Said RUM 5K is sure not to disappoint.</h3>",https://runsignup.com/Race/DE/Newark/IThoughtYouSaidRUM5K,http://www.fusionracetiming.com,,fusionracetiming,,"89 Paper Mill Rd","Olan Thomas Park",Newark,DE,19711,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race62835-logo-0.bBiWTX.png,F,"2025-06-03 19:25:31",hNkiyApi...,9
68035,"Boulder Dash 5K Fitness Run/Walk & Corporate Challenge",04/26/2025,04/26/2025,04/25/2026,04/25/2026,F,F,T,"10/16/2018 11:42","5/28/2025 11:41","<h3>The 2025 Boulder Dash 5K Race is a unique race in Forsyth County, Georgia.</h3>
<h4>The course winds through an active quarry, offering participants views of the working quarry face, ancient rock deposits, and massive equipment used to process, move and manage the rock. At the finish line, the Martin Marietta Spring Fling awaits, with Exhibitor/Team Tents and lots of fun for racers and spectators alike.</h4>
<h3>Sponsor generosity combines with race registration fees to make this event a great fundraiser in the Forsyth community.</h3>
<h3 style=""text-align:center""> </h3>
<h3 style=""text-align:center"">Help us spread the news about the 2025 Boulder Dash — please share!</h3>
<p style=""text-align:left"">Kids 10 &amp; Under pay $15.00  --  discount is automatically applied at checkout. </p>
<h4><br /> </h4>
<p> </p>
<p> </p>",https://runsignup.com/Race/GA/Cumming/BoulderDashForsyth,http://boulderdash5k.com,,ForsythCountyChamber,,"All parking is at Northside Hospital-Forsyth","1200 Northside Forsyth Drive",Cumming,GA,30041,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race68035-logo-0.bBXGLL.png,T,"2025-06-03 19:25:26",e1lSV9eY...,4
69165,"Faxon Law New Haven Road Race",09/02/2024,09/02/2024,09/01/2025,09/01/2025,F,F,T,"11/16/2018 12:59","5/22/2025 12:47","<p>We&#39;re excited to line up on the start line in New Haven on Labor Day!</p>
<p>Not up for running in person? We also have a virtual option. Run or walk on your own and we will mail out your shirt and bib to you!</p>
<p> </p>",https://runsignup.com/Race/CT/NewHaven/NewHavenRoadRace,http://www.newhavenroadrace.org/,,Faxon-Law-New-Haven-Road-Race-181881255217808,,"New Haven Green",,"New Haven",CT,06510,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race69165-logo-0.bJse1p.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
69168,"Branford Road Race",06/16/2024,06/16/2024,06/15/2025,06/15/2025,F,F,T,"11/16/2018 13:59","6/3/2025 15:35","<p>Start your Father&#39;s Day with the Branford Road Race!</p>
<p>5 Mile certified course passes through many of Branford&#39;s scenic beaches, parks, and residential neighborhoods. Families can also enjoy the 2-Mile Health Walk and 1-Mile Mark Gilhuly Family Fun Run.</p>
<p>The event traditionally draws a crowd of over 5,000 runners, walkers, spectators, and volunteers. Participants enjoy t-shirts, refreshments, food, vendors, kids activities, and much more! The Branford Road Race is a great event for the whole family!</p>",https://runsignup.com/Race/CT/Branford/BranfordRoadRace,http://www.branfordroadrace.net/,http://www.branfordroadrace.net/page/29841-Results,,,"Hammer Field","134 Montowese St",Branford,CT,06405,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race69168-logo-0.bB9wa1.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
70138,"Amber Room Run from the Sun 5K",08/15/2024,08/15/2024,08/21/2025,08/21/2025,F,F,T,"12/17/2018 14:03","5/22/2025 12:49","<p>Run or walk this 5K to support Ann&#39;s Place then kick back and enjoy one of Connecticut’s best post-race parties! Unwind and enjoy an outdoor barbecue, ice cold beer, refreshments, DJ and an awards ceremony. Bring your favorite picnic blanket or folding chair and enjoy the beautiful grounds of the Amber Room for the after-race celebration.</p>
<p>This is an important fundraiser for Ann’s Place cancer support services. All proceeds go directly to Ann’s Place and help keep our doors open and our cancer support services FREE of charge to all those in need in our community. www.annsplace.org</p>
<p>It’s easy and fun to fundraise! Create your own fundraising page or create a team page. Have some team building with your colleagues or friends or set your own personal goals.  Waterworks, our presenting sponsor has friendly competitions between teams and have worn costumes to encourage donations. Other teams have created custom shirts and/or raised money in honor of someone, so many great ideas! We can&#39;t wait to see what everyone comes up with this year!   </p>
<p>Want to join in on the social media fun? Share your pictures and videos, while in training and during the race, via social media using the hashtag #runfromthesun5K</p>
<p> </p>",https://runsignup.com/Race/CT/Danbury/AmberRoom5K,https://www.annsplace.org/all-events/2025runfromthesun,,,,"The Amber Room Colonnade","1 Stacey Rd",Danbury,CT,06811,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race70138-logo-0.bCf_r9.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
71059,"Mushroom Cap Half Marathon and FUNGI 5 Miler Event",11/02/2024,11/02/2024,11/08/2025,11/08/2025,F,F,T,"1/15/2019 15:34","6/3/2025 11:39","<p><b>Race Information</b></p>
<p><b>Half Marathon<br /></b>Date: Saturday, November 8, 2025<br />Time: 8:00AM <br />Start Line: Birch and Church Alley<b><br /><em>Time Limit: 3.5 Hours from participants start time</em></b><span style=""color:#000000;background-color:#ffffff""></span><span style=""color:#000000;background-color:#ffffff""></span></p>
<p> </p>
<p><strong>The Mushroom Cap Half Marathon and FunGi Five Miler, proudly presented by Chatham Financial</strong> — where small-town charm meets the thrill of racing for homegrown mushrooms!</p>
<p> </p>
<p>This year, the Mushroom Cap Half Marathon celebrates its 10th Anniversary, marking a decade of honoring everything that makes Kennett Square truly extraordinary.  It’s more than a race—it’s a celebration of KSQ’s charm, mushroom heritage, fitness, community spirit, and the power of giving back. For 10 years, the Mushroom Cap has showcased the unique character of the Mushroom Capital of the World, bringing runners together to embrace the joy of fitness while supporting meaningful charitable causes in our community. Join us for this special milestone as we celebrate a decade of running, community, and giving!</p>
<p> </p>
<p>Take on a course brimming with character and challenge!  Hills are part of what makes this course unforgettable—own the climbs, embrace the challenge, and enjoy the reward of the downhill!  As you journey through the picturesque borough of Kennett Square, you’ll wind through quiet neighborhoods, scenic country roads, and pass historic landmarks like turn-of-the-century barns, Revolutionary War sites, and iconic mushroom farms. Along the way, stay energized at our lively, community-powered hydration stations, buzzing with local spirit and endless enthusiasm to cheer you on! </p>
<p> </p>
<p><b>FunGi 5 Miler</b><br />Date: Saturday, November 8, 2025<br />Time: 8:00AM <br />Start Line: Birch and Church Alley<br /><em><strong>Time Limit: 3.5 Hours from participants start time</strong></em></p>
<p> </p>
<p>This year’s Mushroom Cap 5 Miler isn’t just a race—it’s the face of a Fun-GI! &#x1f344;</p>
<p>From quaint neighborhood streets to community-centered hydration stations, every step of the course celebrates the heart and soul of Kennett Square. Conquer a few shiitake kicker hills, then enjoy a breezy downhill finish that leads you straight into the vibrant 10th Year Celebration Festival, where the community comes alive!  This is no ordinary 5 Miler—it&#39;s a journey through historic homes, iconic landmarks, and charming streets lined with towering 100&#43; year-old live oak trees. Along the way, you’ll soak in the sights of mushroom farms and the unique character of the Mushroom Capital of the World.  Get ready for an unforgettable run and an epic celebration of fitness, fun, and fungi!</p>
<p> </p>
<p><b>Runner Perks</b></p>
<ul><li>A shiny, finisher medal to prove you did the thing</li><li>Swag so good, you’ll want to run just for the gear</li><li>A free Victory Brewing or Athletic Brewing Beer - because you earned it</li><li>Post race nosh - local produce &amp; carbs </li><li>Live music by the Holy Smokers </li><li>A community fueled post race festival</li></ul>
<p><a href=""https://www.dosgringosmedia.com"" target=""_blank"" rel=""nofollow noopener noreferrer""><strong>Dos Gringos </strong></a>will be onsite serving up their legendary Taco Bar—loaded with fresh, flavorful options to satisfy your runner hunger.</p>
<p>For just $12, you can dive into the taco buffet. Taco Bar tickets must be pre-purchased with registration—no sales on race day.  Feelin’ generous? You can grab extras for your cheer squad, friends, or taco-loving family, too.</p>
<p>Because let’s be honest—everyone wants tacos after a race.</p>
<p><span style=""color:rgb( 53 , 152 , 219 );font-size:10pt""><em><strong>*Register by September 1st to ensure you receive your preferred shirt size.  Registrations after September 1st will still include a shirt, but size availability cannot be guaranteed.</strong></em></span></p>
<p> </p>
<p><b>Packet Pickup Details</b></p>
<p>Race week will kick off with two packet pickups! </p>
<p> </p>
<p><b> Thursday, November 6th 3-6pm </b></p>
<p>Join us <strong>&#64; Philadelphia Runner in Glen Mills, Pa </strong>for packet pickup and enjoy a 10% discount off of runner apparel, shoes &amp; gear! </p>
<p>Location: 505 Glen Eagle Square, Glen Mills Pa 19342</p>
<p> </p>
<p><b> Friday, November 7th  5-7PM </b></p>
<p>Join us in <strong>Kennett Square &#64; The Square </strong>for packet pickup, athletic vendors, and pre-race day entertainment. </p>
<p>Location: The Square &#64; The Race Zone (The Borough Municipality Parking Lot) 600 South Broad Street, Kennett Square Pa 19348</p>
<p> </p>
<p><b>* Saturday November 8th (pre-race) from 7:00-7:45am <i>sharp</i></b></p>
<p>Race Day packet pickup is limited to out of town runners ONLY.  If you are a local runner and choose to pickup your packet on race morning between 7:00-7:45am, there will be a required $10 donation to one of our 2025 charity partners. </p>
<p> </p>
<p><b>Parking:</b></p>
<p>Friday Night, park within The Square or &#64; Kennett High School </p>
<p>Saturday, refer to race day parking (see below)</p>
<p>Registration is available online until 7:45am on Saturday, November 8th.  Remember, all packets must be picked up in person before Packet Pickup closes at 7:45am on November 8th.</p>
<p> </p>
<p><b>Race Pricing</b></p>
<p><span style=""text-decoration:underline""><strong>Half Marathon </strong></span></p>
<ul><li>$90    4/1</li><li>$110  4/2 through 11:59pm on 6/1</li><li>$125  6/2 through 11:59pm on 8/1</li><li>$135  8/2 through 11:59am on 11/7</li><li>$150  Race Day </li></ul>
<p><span style=""text-decoration:underline""><strong>FUNGI 5 Miler</strong></span></p>
<ul><li>$55  4/1</li><li>$65  4/2 through 11:59pm on 6/1</li><li>$70  6/2 through 11:59pm on 11/7</li><li>$75  Race Day </li></ul>
<p><b>Running as a Team</b></p>
<p>Got a crew? Ready to rally your Shroomie Team? </p>
<p>Training and racing are always more fun with your Shroomies by your side!  Form a team, and once you hit 15 runners your team will unlock discounts. Register 20 and receive exclusive perks like a private team porta-potty (yes, really!) and a designated team location to pop a tent and celebrate together at the after-party. Teams of 30&#43; qualify for a registration discount.  Email <a href=""mailto:Sarah&#64;runksqmushroom.com"" target=""_blank"" rel=""nofollow noopener noreferrer"">Sarah&#64;runksqmushroom.com</a> with all team questions. </p>
<p>So, grab your friends, lace up, and let’s turn race day into the ultimate Shroomie celebration! &#x1f344;✨</p>
<p> </p>
<p><b>How Does it Work?</b> </p>
<p>When registering you will have the option to Join a Group/Team.  All Members of a TEAM are linked by their team name and password.  As your team grows, everyone benefits, even those who register first!  The system will automatically refund everyone on the team who has already registered and charge the new team members the new rate. Once you hit 15 shroomies, the first 14 to register will automatically receive a $10 refund to their card, and the 15th member (and anyone else who registers after that!) will get the discounted rate automatically.  Registrants that do not initially register with their group may not be eligible for refunds or discounts.</p>
<p> </p>
<p><b>Race Parking </b></p>
<p>For race day, participants and spectators can park in the following lots: </p>
<ul><li>Kennett High School located off of South Street &amp; Union Street (PA 82)</li><li>The YMCA Outdoor Swimming Pool Lot located on South Walnut Street</li><li>The Municipal Parking Lot located on East Linden &amp; North Union Street</li><li><b>CARS ARE NOT PERMITTED TO PARK ON RACE ROADS AND WILL BE TICKED &amp; TOWED AT THE OWNER&#39;S EXPENSE </b><b></b></li></ul>
<p><i>Please note that Kennett High School and The YMCA Lots fill up quickly! The Municipal Lot is approximately 1/2 of a mile from the race start. </i></p>
<p> </p>
<p><b>Gear Check </b></p>
<p>Opens &#64; 7:00AM &amp; Closes &#64; 12:00pm </p>
<p>Before you line up to run, drop-off your pre-race/post-race clothing and belongings at the Gear Check. While you run, your gear will be held at Gear Check. Participants may pick up their Gear Check bag at Packet Pick Up when you pick up your packet or on race day at the Gear Check tent. The Gear Check tent will be located inside the Square within the post-race party area.  Attach your bib number tear-off on your bag before you leave it with the Gear Check crew. After the race, reclaim your checked bag at the designated Gear Check area. Please note: DO NOT leave valuables, cash or jewelry in your gear bag. The event is not responsible for any lost items. Gear bags must be claimed before <b>12:00 PM</b> on race day. <b><br /> </b></p>
<p><b>Course Rules</b></p>
<p>To ensure the safety and well being of others during the race, please adhere to the following: No dogs, bicycles, roller skates, in-line skates, jogging strollers or unauthorized wheeled vehicles will be permitted on the Half Marathon or 5 Mile course. </p>
<p>If you like to listen to music while you run, for your safety and others’, please be aware of your surroundings.</p>
<p>Minimum age requirements: Half marathon – 14, 5  Miler – 10</p>
<p> </p>
<p><b>Hydration Stations </b></p>
<p>Together with the help of our amazing community partners, our hydration stations are here to bring runners smiles, cheers, high fives, support, and nourishment. This year, the half marathon will feature multiple water stations along the route, with two located on the 5 Miler course. Each station will provide water and electrolytes to keep you going strong.</p>
<p>And it wouldn’t be a Run2Shine event without a little extra fun! Whether it’s sharks, superheroes, or local shroomies cheering you on, this year’s aid stations are guaranteed to energize your run and rock your race experience.<b></b></p>
<p> </p>
<p><b>Port-A-Pots</b></p>
<p>There will be port-a-pots at the start/finish of the race and along the half marathon and 5 mile course. Detailed information will be sent to runners prior to race day. </p>
<p> </p>
<p><b>Chip Time </b></p>
<p>MCHM is using a timing system provided by Fusion Racing.  Runners who wish to receive a time must pick up their bib/timing chip from Packet Pickup on  during the scheduled packet pickup times.<br />Please ensure the following in order to receive an accurate time:</p>
<p>• Race bib is clearly visible on the front of the torso<br />• Race bib is unaltered and unmodified (do not fold or wrinkle)<br />• Race bib is pinned on all four corners<br />• Race bib is not covered (jackets, runner belts, water bottles, etc.)</p>
<p> </p>
<p><b>Awards</b></p>
<p>Awards will be presented to the participants of the Half Marathon &amp; The FunGI 5 Miler in the following categories:<br />-Top overall female &amp; male finisher<br />-Top overall master’s female (40&#43;) finisher<br />-Top overall master’s male (40&#43;) finisher<b></b></p>
<p>Please Note: Overall Winners will be excluded in the Age Group category.</p>
<p>Fresh Local Mushrooms will be awarded to the top 3 males and females in their age groups.</p>
<p> </p>
<p><strong>Half Marathon Age Group Awards: </strong><br />-19 &amp; Under<br />-20-29<br />-30-39<br />-40-49<br />-50-59<br />-60-69<br />-70&#43;</p>
<p><strong>FunGI Half Marathon Age Group Awards: </strong><br />-10-15<br />-16-19<br />-20-29<br />-30-39<br />-40-49<br />-50-59<br />-60-69<br />-70&#43;</p>
<p> </p>
<p><b></b><b>Transfer / Deferral / Refund/ Insurance </b></p>
<p>Refunds are not allowed. Run2Shine, the producer of this event, works on this run year-round to ensure a fun and safe environment.  Almost all race supplies and services must be purchased well in advance of race day. We have worked hard to make sure there are options available while also being sure we can continue to produce the best quality event year after year. </p>
<p>Race transfers to another runner must be initiated by <strong>9/27</strong> and accepted by <strong>10/4</strong>.  Transfers will not be allowed after this date. There is a $10.00 transfer fee.</p>
<p>Race transfers from one event to another must be made by <strong>11/1.</strong> There is a $10 event to event transfer fee. </p>
<p>We are offering runner insurance. Life happens and can sidetrack even the best laid plans! </p>
<p> </p>
<p><b>Post Race Festival</b></p>
<p>Location: The Square &#64; 600 South Broad Street</p>
<p>After passing the finish line, stick around for the Festival to receive your medal, hydrate, find snacks, grub on local delights, stretch, listen to live music by The Holy Smokers, and recover in the beer garden!  Beer Garden opens at 8:30am &amp; gates close at 1:00pm. *Non-Alcoholic options available.</p>
<p> </p>
<p><b>Charity Partners</b></p>
<p>Since 2015, Run2Shine, a non-profit 501(c)(3), has been inspiring the community by combining a passion for running with a deep commitment to giving back. Created to blend the joy of running with the power of making a difference, Run2Shine has spent the past decade making a meaningful impact.  In 10 years, Run2Shine has donated over $80,000 to local charities, supporting essential causes in Chester County such as advocacy, education, health, and assistance to families in need.  As part of our mission, we’re thrilled to offer non-profit organizations the chance to use our event as a platform for fundraising through our Run4Good Program.</p>
<p>For more information on how your organization can get involved, please email us—we’d love to help you shine!</p>",https://runsignup.com/Race/PA/KennettSquare/TheMushroomCapHalfMarathon,http://www.mushroomcaphalf.com,https://www.athlinks.com/event/361528/results/Event/1095101/Results,@mushroomcaphalf,,"The Square- 600 S Broad Street",,"Kennett Square",PA,19348,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race71059-logo-0.bCv1-f.png,T,"2025-06-03 19:25:31",hNkiyApi...,9
71540,"Ulster Project Delaware 5K",07/11/2024,07/11/2024,07/19/2025,07/19/2025,F,F,T,"1/26/2019 09:32","5/8/2025 19:00","<h3 style=""line-height:1.5"">Join us for our annual UPD 5K.<br />This race benefits Ulster Project Delaware (UPD). UPD was founded in 1976 as a program to build understanding between Northern Irish Catholic and Protestant teenagers. Each July, the project brings a group of teenagers between the ages of 14 and 16, half Catholic, half Protestant, and half girls, half boys, to the Wilmington area where they live with host teenagers and their families for four weeks. During that month, the teens participate in a variety of team building, social, sightseeing, spiritual and service activities that enable them to create enduring friendships and mutual understanding.  </h3>",https://runsignup.com/Race/DE/Wilmington/UlsterProjectDelaware5K,http://www.fusionracetiming.com,,ulsterprojectdelaware,,"1591 Gilpin Ave","Conaty Park",Wilmington,DE,19806,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race71540-logo-0.bGBBdL.png,F,"2025-06-03 19:25:31",hNkiyApi...,9
71835,"Byers Peak Stampede Half Marathon & 5K Run",08/24/2024,08/24/2024,08/23/2025,08/23/2025,F,F,T,"1/31/2019 15:15","5/27/2025 14:59","<p>Push your limits with these stunning, remote races in the heart of the Rocky Mountains - located just 60 miles outside of Denver! Our Half Marathon and 5K are perfect for athletes of all levels, but will be sure to challenge you as you enjoy the breathtaking mountain views!</p>
<p> </p>
<p>Location: High Country Stampede Rodeo, 1741 Co Hwy 73, Fraser, CO 80442  <a href=""https://www.google.com/maps/dir//1741&#43;County&#43;Rd&#43;73,&#43;Fraser,&#43;CO&#43;80442/&#64;39.9447763,-105.913971,25346m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x876bcabc4f50c591:0x937c0622c0644a04!2m2!1d-105.8315149!2d39.944779?entry=ttu&amp;g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"" target=""_blank"" rel=""nofollow noopener noreferrer"">CLICK HERE</a> FOR MAP AND DIRECTIONS TO THE RODEO GROUNDS. </p>
<p> </p>
<p>The Byers Peak Stampede is proudly hosted by the Shining Stars Foundation, a local nonprofit that provides outdoor social and recreational programming for children with cancer and their families. <em><strong>All proceeds from the Byers Peak Stampede directly benefit the Shining Stars Foundation. </strong></em>Annually, the Shining Stars Foundation offers over 65 transformative experiences. These programs are provided at absolutely no cost to the children and families we serve. As one of the few nonprofits nationally offering long-term, year-round services for children and families at any stage of their cancer journey—including treatment, relapse, or remission—the Shining Stars Foundation is making a life-changing impact. Join us in creating these incredible opportunities by participating in the Byers Peak Stampede. Learn more about the difference you’re making at www.ShiningStarsFoundation.org.</p>
<p> </p>
<h3><span style=""text-decoration:underline""><b>Half Marathon</b></span></h3>
<p><strong>Half Marathon Course: </strong><a href=""https://www.mapmyrun.com/routes/view/5594789578/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Click here to view course map. </a>The course takes place almost entirely on dirt roads and trails. The course begins at approximately 8,700 ft. and traveling above 9,500 ft. Aid stations will be on course complete with water, sports drink, and fruit. This race has a time limit - racers must be to mile 9 by 10:30AM. <strong> 8AM Start.</strong></p>
<p><strong>Half Marathon Pricing: </strong></p>
<ul><li>$70/runner before April 1</li><li>$80/runner before July 1</li><li>$85/runner up to race day</li></ul>
<h3><span style=""text-decoration:underline""><b>5K</b></span></h3>
<p><strong>5K Course:</strong> <a href=""https://www.mapmyrun.com/routes/view/5594862514"" target=""_blank"" rel=""nofollow noopener noreferrer"">Click here to view the race course</a>. The course will take place on dirt roads near the High Country Stampede Rodeo grounds. An aid station will be available at the finish line.<strong> 9AM Start.</strong></p>
<p><strong>5K Pricing: </strong></p>
<ul><li>$50/runner before April 1</li><li>$60/runner before July 1</li><li>$65/runner up to race day</li></ul>
<p><em><strong>Hey, Grand County residents! Enjoy a local&#39;s discount of 10% off your registration. Enter code GCResident at checkout. Please note that you must provide proof of residency at check-in.</strong></em></p>
<h2> </h2>",https://runsignup.com/Race/CO/Fraser/WinterParkHalfMarathon5K,https://www.shiningstarsfoundation.org/stampede,,,,"1741 Co Hwy 73",,Fraser,CO,80442,US,America/Denver,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-78499-1737560392.9393-0.bNKrfi.png,T,"2025-06-03 19:25:27",vP2zSKDo...,5
72086,"Chester Rotary's 47th Four on the Fourth",07/04/2024,07/04/2024,07/04/2025,07/04/2025,F,F,T,"2/6/2019 11:40","3/1/2025 16:46","<p>July 4- The 47nd annual Four-on the-Fourth road race sponsored by the Chester Rotary Club will start at 9 AM Friday July 4</p>
<p>Runners can register with RunSignup.com from March 1. The Adult fees are $25 through May 31; $30 from June 1 through race day. Flat fee for Children under the age of 15 is $15.</p>
<p>The race loops through the village of Chester and is USATF sanctioned. Timing will be provided by Super Race Systems. Team and individual awards will be presented.</p>
<p>The race is a major fund raiser for the Chester Rotary. All proceeds are distributed to local charities and non-profit organizations. For more information visit www.chesterrotary.org as the date draws near</p>
<p><strong>PICK UP DATES AND PARKING DETAILS WILL BE POSTED SOON!</strong></p>
<p> </p>
<p> </p>",https://runsignup.com/Race/CT/Chester/ChesterRotarysFourontheFourth,http://chesterrotary.org,,RotaryClubOfChester,,"78 Main Street",,Chester,CT,06412,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/uploads/generic/genericImage-websiteLogo-78750-1740615910.8487-0.bNV7dM.png,F,"2025-06-03 19:25:29",8Rs1dOb7...,7
72597,"Friends of Kids with Cancer's Walk with a Friend",04/12/2025,04/12/2025,04/11/2026,04/11/2026,F,F,F,"2/18/2019 14:47","6/3/2025 15:58","<p>Join us with a day to honor the strength, courage, love, and care that comes from the personal and collective struggle of these special kids and families. This event directly benefits the Educational, Emotional, and Recreational programs at Friends of Kid with Cancer.</p>",https://runsignup.com/Race/MO/StLouis/FOKWCWalkWithaFriend,http://www.friendsofkids.com/walk,,friendsofkids,,"Creve Coeur Lake Memorial Park, Tremayne Shelter","13725 Marine Ave","St. Louis",MO,63146,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/races/race72597-logo-0.bJ3b82.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
73555,"GEHA Field at Arrowhead 5K",05/10/2024,05/10/2024,06/01/2025,06/15/2025,F,F,T,"3/11/2019 15:20","6/3/2025 12:33","<p>Join us on Saturday June 7th, 2025, to RUN THIS KINGDOM! The 12th Annual GEHA Field at Arrowhead 5k with a new addition of a DIAPER DASH! </p>
<p>Celebrating its 12th year in 2025, GEHA Field at Arrowhead 5K run/walk is designed to give fans the opportunity to experience a run/walk event that offers something no other race event in Kansas City offers. Whether you run or walk, come in first or just run for fun, the GEHA Field at Arrowhead 5K is designed for everyone to enjoy. <b>NEW THIS YEAR, is a Diaper Dash race for babies 6-15 months! </b>To be eligible for the Diaper Dash, babies must be Kansas or Missouri residents.<b> </b>All kids will receive the same great shirt just like the adults.</p>
<p> </p>
<p>Schedule: </p>
<p>8:00 AM – 1k Race​<br />  - Ages 12 yrs old &amp; younger​<br />8:15 AM – 5k Competitive Start​<br />8:30 AM – 5k Family Friendly Start Wave 1​<br />8:45 AM – 5k Family Friendly Start Wave 2​<br />9:00 AM – 5k Family Friendly Start Wave 3​<br />9:30 AM – Diaper Dash | Lot M​<br />  - Ages 6-15 months ​<br />11:00 AM - Event End/Course Close</p>
<p> </p>
<p>Runners and walkers will navigate their way through the parking lots around GEHA Field at Arrowhead Stadium and Kauffman Stadium before finishing with a post-race celebration!</p>
<p> </p>
<p>All participants will receive a 2025 GEHA Field at Arrowhead 5K t-shirt and bib and photo opportunities as part of their race packet. The first 2,500 registered will receive a mini finisher pennant included in their race packet! The race will continue to have a virtual option for out-of-town participants, as well as those who want to run on their own route. </p>
<p>For the post-race celebration in the parking lot, there will be a festival atmosphere with special guests, including KC Wolf, the Rumble and Chiefs Cheerleaders!</p>
<p>All participants in the Arrowhead 5K will receive the following (NOTE: Virtual participants will receive these items via USPS):</p>
<p> </p>
<p><b>All participants will receive the following items:</b></p>
<ul><li>2025 GEHA Field at Arrowhead 5k t-shirt</li><li>Photo opportunities</li><li>2025 GEHA Field at Arrowhead 5k bib</li><li>First 2,500 will receive a mini finisher pennant</li></ul>
<p> </p>
<p><b>Race Day:</b></p>
<ul><li>Communication regarding race day check-in and activities day of will be sent via email and social channels</li><li>You can upload all your photos and videos to your social media accounts using #GEHAFieldatArrowhead5k to get in on the action!</li></ul>
<p> </p>",https://runsignup.com/Race/MO/KansasCity/Arrowhead5K,https://www.chiefs.com/fans/gehafield5k,,,,"1 Arrowhead Dr.",,"Kansas City",MO,64129,US,America/Chicago,https://d368g9lw5ileu7.cloudfront.net/races/race73555-logo-0.bGM-3I.png,F,"2025-06-03 19:25:24",KMVON3kq...,1
75225,"Pain in De Ass 5K",06/09/2024,06/09/2024,06/08/2025,06/08/2025,F,F,T,"4/16/2019 19:51","6/1/2025 13:26","<h3><span style=""color:#000000"">*<em><strong>Race has sold out but we are opening back up registration with the following</strong></em></span></h3>
<h3><span style=""color:rgb( 224 , 62 , 45 )"">I understand the race has sold out and registration is back open with the understanding that I will not receive a FINISHER MEDAL at the finish line. I promise not to take a medal at the finish line so everyone who signed up before it sold out gets theirs. Also, I understand I will receive a Fusion Racing t-shirt instead of the PIA 5K shirt.</span></h3>
<h3> </h3>
<h3><span style=""color:#000000"">Located in the beautiful town of Chesapeake City Maryland you will start and finish this race near the beautiful waters of the Chesapeake Bay.</span></h3>
<h3><span style=""color:#000000"">After you finish your run along the C &amp; D Canal and through town, join us for a post-race party to remember on the deck of the <a href=""https://www.chesapeakeinn.com/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Chesapeake Inn.</a></span></h3>
<h3><span style=""color:#000000"">Just to entice you a little bit more, every participant will also get a complimentary Pain in De Ass signature drink.</span></h3>
<h3><span style=""color:#000000"">*All participants will receive a Pain in De Ass 5K shirt. </span></h3>
<h3><span style=""color:rgb( 224 , 62 , 45 );background-color:rgb( 241 , 196 , 15 )"">*NEW THIS YEAR- PIDA Finisher Medal!</span></h3>",https://runsignup.com/Race/MD/ChesapeakeCity/PaininDeAss5K,http://www.fusionracetiming.com,,ChesapeakeInn,,"605 Second Street","Chesapeake Inn","Chesapeake City",MD,21915,US,America/New_York,https://d368g9lw5ileu7.cloudfront.net/races/race75225-logo-0.bLY-nC.png,F,"2025-06-03 19:25:31",hNkiyApi...,9
